item_id,attribute_list
7202,4719 5794 4980 5128 10137 5275 9555 11155 8774 8270
7203,758 1890 13884 14652 16875 17343 3957 15646 16342 11057
7204,10943 2204 2178 7001 6354 13576 5367 14060 10338 2843
7205,4719 6046 3958 3955 3953 6039 6041 6051 6103 6118
7206,7308 11150 11181 11179 11178 11170 11166 12226 7345 7301
7207,758 1890 6579 8841 7702 6922 6202 9865 17961 1742
7208,1890 758 1185 2987 4887 84 3890 16114 5212 10302
7209,7001 6354 10943 5015 6202 731 17585 15685 1742 7702
7210,7364 9352 15274 17373 12711 3902 11409 756 552 10068
7211,6461 6339 1059 11840 14751 16429 15039 18056 14884 3759
7212,758 1890 7552 12297 7570 11620 7553 11003 11614 11035
7213,5250 2843 16342 11057 13231 13576 14060 10338 5367 1890
7214,1890 758 11057 16342 13231 4719 11266 3357 3354 11255
7215,15642 6661 6667 3308 12226 12712 17570 10620 16246 14400
7216,15880 1117 15785 15230 6493 14397 15831 12575 14917 15922
7217,9392 5212 9865 17585 6922 13526 731 8841 5015 1742
7218,4265 11057 16342 13237 10677 10653 10692 10593 10607 10620
7219,758 5972 1331 1362 4448 1444 1455 5980 4495 1321
7220,758 1189 10948 14004 6461 6188 14884 1890 13237 4265
7221,4719 149 4764 17674 6354 13237 9392 10943 7001 5212
7222,5250 8567 8558 2271 7004 14844 14845 14847 11730 6991
7223,13606 17420 12872 16220 17245 16509 13918 12465 15770 12138
7224,8326 11409 8627 10137 16781 17273 5794 8270 11334 17373
7225,4719 13093 12800 15969 13907 11133 3193 3007 10979 12534
7226,15926 17704 16283 15039 3342 14004 6461 11157 6339 3082
7227,17412 12575 7257 5052 7267 7268 6356 7271 5069 17207
7228,12321 4341 216 718 15103 9601 18014 14368 5676 13063
7229,10535 10536 10484 10502 10504 10518 10522 10534 10470 10553
7230,8326 4719 13231 13237 1890 758 8774 2770 14125 1986
7231,1890 758 10943 9392 13237 5212 5234 507 5241 5240
7232,14628 14625 3243 3242 14636 3248 3238 14617 3249 14622
7233,758 1890 10943 4265 10831 13155 15927 13162 3096 8635
7234,5212 9392 2790 1229 14491 14500 14109 14107 14102 1205
7235,12519 880 12443 9143 12450 7606 218 5335 8817 702
7236,13111 13083 8543 13250 13113 8545 13085 12839 12832 13328
7237,5015 5880 8502 6202 13526 6579 731 1742 10123 8841
7238,5250 2843 14060 13576 10338 5367 4265 4719 5786 14259
7239,4719 4178 3859 3007 363 3193 2510 11055 12078 13139
7240,13237 16364 17729 10446 17954 17393 8139 16717 17207 7887
7241,1890 758 10338 13576 5367 5250 2843 14060 15770 12138
7242,4088 5649 5596 14473 5347 5603 5620 5577 1946 5693
7243,5212 9392 16342 11057 14296 4770 6351 14277 14278 2414
7244,10537 10536 10566 14296 8335 10560 10553 8342 8348 10546
7245,17553 17737 17578 17381 10194 17556 17259 17854 17729 17050
7246,8666 15080 15118 9423 8299 15091 15120 10274 9426 8292
7247,1607 1605 4395 1901 9099 5261 16832 16834 1900 9094
7248,16046 3829 3804 11480 16051 3814 11896 3816 10645 16033
7249,10943 6354 7001 4795 13237 7428 15639 7429 7418 15632
7250,7001 10943 6354 17759 6006 17751 10288 1766 5603 17457
7251,14125 11334 11494 10660 3817 15917 8270 5275 8435 16781
7252,11057 758 13231 4265 1890 13237 17417 10378 11694 14761
7253,1890 758 8281 17752 17751 17740 17737 17729 17813 17670
7254,18058 0 9392 758 13237 12943 1890 17343 14652 13884
7255,4719 2987 4887 12765 16114 6210 4093 4055 4077 1547
7256,16046 9215 3243 12248 3248 3249 9226 16051 3238 3308
7257,13960 13435 4265 169 246 258 9022 8942 8944 8955
7258,2538 6823 11324 2386 6947 2424 2456 2464 6891 15996
7259,2109 615 2192 2183 489 677 439 482 2121 464
7260,1890 758 14652 3957 16875 15646 13884 17343 13227 17908
7261,7001 6354 10943 4795 1801 14368 5910 8728 3712 5676
7262,8531 9164 8681 8898 9895 9148 8921 9575 8926 9322
7263,2772 15551 10223 2756 7684 9034 7679 17254 7677 11414
7264,7407 10238 16717 7371 8139 16324 7355 17381 10754 10194
7265,10943 6354 14060 7001 5250 10338 11057 4265 11150 15639
7266,4265 7355 17235 17307 17495 10267 7828 9817 10906 7347
7267,17412 17411 17050 17048 8281 17578 10066 17235 8417 8023
7268,6006 14448 15443 3402 15383 6823 15363 14449 15487 15368
7269,9392 5212 9312 3895 3896 9325 12812 9319 3892 9308
7270,10401 12412 15639 8603 9198 3470 6839 12899 17364 14869
7271,5212 5367 5250 10338 14060 13576 9392 2843 11828 12241
7272,434 464 550 2183 2200 615 2121 482 2027 2192
7273,9849 9846 7611 10624 15750 15703 9953 15676 9895 9855
7274,758 1647 5603 5635 1665 5620 3156 5399 3154 5580
7275,9392 5212 16342 11057 10943 3659 6354 7001 4887 2987
7276,17457 5411 10238 7271 377 7265 10267 391 10288 354
7277,13231 16550 3151 8681 8680 8679 8675 3144 8688 3150
7278,5517 5679 3855 14285 14963 4088 819 12686 947 5545
7279,1890 758 4719 12078 12534 3193 13093 10529 3859 2510
7280,10741 9825 10707 10711 10719 7528 10721 10692 10745 7520
7281,16342 11057 10338 14060 1890 758 5367 2843 13576 7001
7282,5234 2298 5847 5247 5241 10678 4920 5836 5833 4924
7283,15376 11027 17340 1492 9125 13231 17898 10632 3868 5970
7284,4265 4795 9319 9327 9325 3718 15911 1648 12708 12712
7285,1890 758 13237 4265 5196 4742 1362 5185 4413 1365
7286,11057 16342 5789 5836 5833 5815 5801 5797 183 5763
7287,1933 3211 3746 3217 3215 1910 3213 1965 1964 1901
7288,5245 10302 6940 7083 10432 10309 4393 4388 4396 4406
7289,6354 10943 7001 7731 7524 7611 7642 7697 482 7505
7290,3607 13741 6391 735 16319 8052 17347 10378 12482 12941
7291,4719 4265 6981 7464 11973 12370 7244 10960 12371 6991
7292,1890 12686 3560 14456 6356 5483 14259 5922 3511 1647
7293,4265 16342 13231 13237 12943 17417 17540 11692 11694 17395
7294,15145 6293 15109 14261 6292 921 6261 15151 12665 14259
7295,3659 10500 6354 7001 10943 13576 2843 5250 9352 13227
7296,1822 6205 8495 8496 7804 7297 7809 13368 1170 15373
7297,17381 17737 17954 17553 17740 17344 8242 17854 17457 8281
7298,538 549 517 5105 5110 4190 5100 4151 4170 5099
7299,6118 1648 3953 3955 1725 3958 3976 1709 6112 1669
7300,5632 11626 232 16219 17012 8161 17126 2382 10962 7433
7301,15166 9836 9807 15181 9818 9825 15216 15131 15152 9776
7302,5212 9392 6354 10943 7001 516 500 5130 494 1270
7303,8491 14726 15427 3892 13030 2827 9746 2820 6667 14727
7304,9319 9325 9226 9255 9275 9280 9299 9308 9312 9209
7305,7897 7919 7816 7839 7873 7888 12058 7787 7915 7968
7306,6567 271 6589 3890 5245 12765 7083 7681 10302 10432
7307,5212 4659 4653 5196 5801 4645 5299 5086 4275 5300
7308,14259 12556 12575 14261 3511 3560 5786 12548 14967 14963
7309,13231 5212 9392 11155 10137 11334 241 15965 9567 17339
7310,5780 5779 5797 1030 1040 1013 1070 5761 5833 5763
7311,13231 15092 11235 9332 15812 6437 17898 2186 4977 17340
7312,758 1890 16342 11057 4265 10351 10348 10360 10376 10339
7313,11840 13878 17417 6339 3853 6188 17540 15039 14884 2616
7314,1607 6046 1551 6041 1547 6039 1569 1554 6071 4094
7315,758 1185 2987 4887 1890 9392 5212 14060 11057 10338
7316,17740 17409 17393 9855 9507 8652 17161 9258 17381 17737
7317,1890 758 5212 9392 5869 5110 5004 5364 1499 1313
7318,6922 6202 731 9865 5880 15685 1742 6579 1870 13526
7319,8431 8429 14038 14031 6622 14045 10447 10458 13981 6614
7320,6728 3704 6741 6739 3690 3694 17181 17214 10223 3666
7321,15079 14998 15785 15151 15145 5786 15109 15230 6356 3511
7322,1185 4887 2987 3310 3308 1709 10620 13153 10608 10645
7323,6530 15300 6356 5577 6404 3459 6493 3452 1117 6293
7324,2987 1185 4887 84 12765 6210 3890 16114 241 11273
7325,758 1890 11057 1547 1605 1569 1554 6063 1551 4094
7326,13237 5212 11057 16342 720 4413 1086 480 4412 407
7327,4719 14917 14448 15880 14397 14456 6493 12548 12556 1117
7328,819 1647 3136 5577 5580 3783 3154 3686 5572 1665
7329,4940 5249 5086 4947 939 4603 5474 855 190 4932
7330,9392 5212 4614 407 1107 1554 1103 1551 5506 223
7331,5212 11342 17666 6597 16865 2414 14038 11336 6602 3506
7332,8326 1986 13357 10660 11334 16781 11155 4980 2770 9555
7333,4265 9299 9308 9198 9209 9215 9226 9255 9275 9280
7334,12820 12825 12807 12748 1882 14500 14473 1633 1446 14491
7335,6354 10943 7001 1890 7051 7096 12406 7089 7075 12412
7336,14167 2997 14137 12606 12599 17661 17660 14153 2414 17666
7337,4023 4025 3953 3955 3958 3992 3994 4009 4022 1736
7338,2987 4887 1185 1229 1245 1236 1205 1633 2808 2790
7339,12872 17245 12138 6349 16432 17420 12465 17490 16509 6477
7340,9392 5212 11057 16342 4265 13231 5241 5284 5234 5258
7341,758 9392 10943 6354 7001 1890 5212 9728 9726 9729
7342,298 5724 5207 4571 932 5718 939 5721 328 5723
7343,1619 1614 1669 3976 1661 1648 3992 3994 1709 4009
7344,13237 4265 17905 3506 2827 14094 10677 13011 3802 13004
7345,7919 7915 7968 7964 7929 7974 7873 7888 7984 7897
7346,5212 9392 17339 5823 149 14883 5428 4764 7577 15965
7347,16342 11057 17495 10843 16130 17854 15703 7978 10689 16807
7348,14883 10589 6223 4764 11214 10976 17339 597 5823 11262
7349,552 17373 7364 12711 756 3188 15274 15244 14818 11409
7350,758 9392 5212 1890 8054 17442 8023 8139 17409 17411
7351,8833 8854 8769 8785 8803 8806 8807 8814 8820 8826
7352,4719 6354 7001 10943 14448 14449 12584 15831 12575 14923
7353,10943 758 7001 17019 3902 9875 17373 15274 14818 3188
7354,1946 6676 6724 6947 15363 15368 12807 6696 14139 6623
7355,4719 3659 13227 9875 17019 3902 15244 2782 11409 3188
7356,12045 1669 4055 11183 11181 6103 11179 11973 11959 4029
7357,11057 16342 5212 9392 4265 10500 3659 13237 5433 2376
7358,4205 5970 15376 17898 9751 3251 16394 1687 11235 3868
7359,4887 4265 1185 2987 758 1890 7001 10943 6354 13576
7360,12402 12748 6676 6754 6891 12473 6795 6623 6696 1446
7361,17339 2924 6223 9392 10976 1433 2067 17188 11214 5643
7362,13237 7125 7129 11116 7495 7512 7520 6984 7528 7036
7363,6238 5193 4682 14087 8736 4719 13435 11475 11220 9652
7364,2089 14004 11453 11501 758 3853 17540 4395 13878 10948
7365,13237 4265 12943 5013 5027 16928 13677 13688 16922 5004
7366,11334 10137 11155 8435 17273 3817 11494 8144 14267 1986
7367,16342 11057 4265 17002 11178 11170 11166 11179 7406 14953
7368,5367 2987 1185 10338 4887 14060 5250 2178 2843 6354
7369,1669 1661 1715 1709 4025 4023 4022 4009 1722 1648
7370,5823 14587 9567 7305 10976 11214 6050 6223 7577 1433
7371,5004 1283 4413 4412 1261 1270 5130 4406 5249 5247
7372,758 1890 6294 6286 6308 6307 6306 6301 6299 15609
7373,4265 13237 4077 4094 4023 4025 4029 4055 4009 4434
7374,371 675 677 17740 13282 5105 17737 678 4659 1086
7375,271 6567 4719 6210 5245 7083 10302 10432 6940 1185
7376,758 1890 9520 16177 16219 6787 17421 9306 11626 6865
7377,17495 10540 7731 11034 10807 2307 16740 14052 9953 17729
7378,10123 731 6579 6922 7702 1742 13526 15685 5015 1870
7379,758 1890 3958 1722 6118 3953 3976 4022 3994 4025
7380,1725 1730 1715 1720 1722 4009 6112 6139 4023 1607
7381,1890 758 5212 2178 2204 6210 14285 3130 12682 12665
7382,4795 3560 16340 13751 3565 3563 3561 8777 3559 8796
7383,7001 6354 10943 14967 6356 14955 14963 14341 3775 5675
7384,16324 7319 7731 677 9849 10354 17048 9895 16364 17050
7385,7828 10807 7939 16445 7887 16397 10753 10754 16365 16364
7386,13237 3593 10354 15300 16717 6530 3586 3560 6493 8417
7387,17578 10238 7407 7423 17553 17556 17495 8281 10267 17618
7388,1890 758 4265 4719 4729 549 4721 538 4789 4770
7389,10213 11240 9131 15378 3873 3872 9133 3870 16170 7929
7390,3830 15800 6403 9543 11613 11614 15796 14622 11620 14625
7391,5284 4843 293 4861 291 825 838 4853 823 855
7392,4795 6006 5819 5849 5870 5922 5963 6016 3459 3511
7393,232 17126 763 6865 5928 9306 17475 11626 11633 1623
7394,11057 1766 4737 5580 5577 11241 6530 13554 267 15151
7395,4009 3958 4025 3994 3976 1725 1730 1709 1720 3953
7396,13231 7635 11836 11607 7645 6971 6974 11829 7897 12442
7397,4291 15026 5464 4287 15922 17325 4290 14382 3109 3108
7398,9392 3331 4719 11317 11286 11254 13931 13908 11362 11241
7399,11692 4395 11694 9555 11155 10660 10137 11494 1986 2770
7400,10943 7001 6354 5870 1117 5786 5819 1080 3351 5922
7401,16342 11057 11155 11334 10137 6129 13357 9555 14267 5275
7402,4265 12406 12160 14414 11100 7244 16239 15514 15073 14405
7403,4265 2808 2790 12820 12825 1232 2793 14473 1205 14491
7404,14060 5367 6354 2843 7001 10943 10976 11262 6223 14883
7405,758 1890 3953 4025 6139 4023 4022 4009 1709 3994
7406,1890 9392 758 10943 6354 16342 11057 12820 12748 12825
7407,1890 758 5212 9392 1569 4055 3958 4029 3955 3953
7408,4265 13231 12943 11694 11692 4764 11273 17339 5643 5428
7409,5212 1283 1270 1261 1313 5670 4789 4430 4791 4635
7410,12943 15300 15230 7001 2178 2204 15880 5713 921 14955
7411,1554 1547 6046 6063 4055 6071 1607 6039 6041 4094
7412,4029 4023 1725 1736 6118 6112 6103 1648 1720 4025
7413,4322 1187 4635 5196 237 4630 5665 697 678 223
7414,2204 758 1890 2178 12301 13180 18022 17784 13010 8718
7415,5212 16130 15831 7716 7731 15230 5530 12167 3899 16807
7416,13231 6787 7433 1833 5632 11626 7851 1623 11633 998
7417,16477 14786 7279 9746 16484 7287 1964 1997 14790 7276
7418,4265 3994 3992 1554 4022 4094 4009 6103 1569 3976
7419,12319 8597 14871 4626 4628 4621 4634 14865 12313 14866
7420,4265 8491 8513 8431 8441 8465 8467 8476 8401 8494
7421,14456 1117 14868 14536 15230 15831 15880 14704 15300 2846
7422,16342 11057 1890 10943 758 7001 6354 4265 17339 9118
7423,13237 11096 6974 7816 10620 6991 12101 6984 7356 6981
7424,5212 9392 17245 16220 9527 14899 16432 4569 6477 6349
7425,758 731 17585 8910 3648 14296 14329 14278 8946 8944
7426,587 677 2183 489 2121 444 2027 482 550 2192
7427,13237 1870 5880 6922 17961 8841 15685 1742 9865 10123
7428,4265 13237 11057 16342 13231 1709 1722 1720 1730 1715
7429,14761 13741 15612 10215 10378 8115 6391 3181 8052 15785
7430,8743 8730 8806 16580 8803 8785 8769 8752 8820 10130
7431,16114 6210 5250 14060 13576 2843 10338 7264 5403 5367
7432,17417 3759 14751 17020 3342 11157 11840 15039 17540 2089
7433,10943 7001 6354 4795 12711 9352 3188 14818 15244 9875
7434,552 17019 3188 15274 13227 392 12711 10068 7364 11409
7435,9392 13237 1890 758 9520 8161 763 8372 4518 1340
7436,16342 11057 10123 5015 6922 1870 13526 731 15756 17961
7437,3769 12707 3402 3899 6261 12584 6259 1080 5577 3136
7438,1890 758 10338 4265 5367 13576 2843 5250 14060 1742
7439,758 1890 9392 5212 6202 8841 5880 13526 6579 731
7440,5403 2987 4887 1185 3659 7184 8417 4409 4427 16944
7441,10500 3659 1648 6118 1669 1661 4023 6139 6112 3994
7442,16342 11057 8242 16717 7887 15676 9790 10267 8054 14037
7443,4265 6129 10137 3572 14267 8774 17273 11155 11334 14125
7444,17089 1764 17068 9746 1793 12821 9770 14277 12812 9776
7445,17830 8023 10194 17308 8242 17307 17670 17376 17578 17752
7446,3351 6293 5786 14261 14341 14967 1080 5963 5925 6016
7447,11498 11513 14777 11495 1709 6453 6431 1720 11518 11480
7448,4250 10678 11191 10689 17618 4269 10881 2307 11241 1402
7449,11076 11537 169 15756 8187 5880 4144 15685 731 17585
7450,1633 14593 14762 14720 14704 14742 14642 12748 1245 1521
7451,9849 2301 17759 550 9895 8242 16397 9855 7290 2298
7452,1890 758 5212 9392 1086 4861 4853 460 8281 480
7453,11057 9392 5212 758 1890 169 8326 1267 1270 1283
7454,4801 4800 4812 4810 4808 4807 4805 4802 4815 14092
7455,2152 444 2192 434 482 2027 615 439 587 2183
7456,7001 271 6567 6354 10943 7551 11371 9776 8335 8319
7457,6039 1720 6051 6041 4009 3953 1669 4093 4025 1648
7458,16041 16033 11815 16051 9255 3073 16046 3035 11829 16024
7459,11057 16342 1742 5015 17585 1870 13526 6922 8841 9865
7460,12548 5530 2846 12584 5572 12575 3899 5545 12556 5577
7461,13231 3958 1614 1715 1709 1720 1669 3953 1722 3955
7462,11336 7617 3470 14605 9226 14622 7645 7635 14625 7625
7463,489 2121 439 2192 2027 587 2109 2152 482 615
7464,6210 2987 4887 1185 12062 12060 12058 15938 9063 9908
7465,4265 13237 5165 15436 5224 4610 17956 5676 3712 12321
7466,12556 12548 6493 14448 14397 15785 12584 12575 6530 14868
7467,12307 17381 4465 11462 7642 16946 13703 301 15676 12311
7468,1890 758 1648 1715 1709 1669 1661 1722 6112 6118
7469,6567 271 13231 3659 10500 5616 341 5613 5617 350
7470,7309 17207 16861 7319 4162 7317 16778 8139 17907 10843
7471,1858 13877 13890 13883 8429 13879 1843 13848 8441 13928
7472,4265 1890 6063 1547 6071 6039 6051 4094 4055 1569
7473,4719 10378 7607 10702 1890 7785 13552 294 5212 5451
7474,5308 175 2192 2183 10060 13220 10066 10194 13630 17854
7475,3994 3992 6112 6103 4029 1648 1709 1669 4009 1736
7476,1890 4265 731 5015 6922 1742 15685 7702 1870 6202
7477,1890 758 6922 8502 13526 731 6579 7702 8841 15685
7478,10943 6354 7001 4887 2987 13237 9392 12825 12807 12748
7479,4265 11840 17417 6461 9941 6339 17540 18056 12456 17395
7480,1933 10254 12641 10245 12638 6315 10253 12651 12617 1913
7481,17556 17854 10194 17393 8032 17307 17457 17495 17670 17308
7482,10099 16374 15378 16391 464 16386 16384 16383 8730 15389
7483,4265 16154 15040 1605 10790 10791 12277 10797 15378 15031
7484,2204 2178 758 15274 756 9352 17373 3902 15244 7364
7485,16154 8573 10468 8541 10458 8557 8558 10447 8567 8525
7486,11057 16342 13237 9392 15039 16429 9941 13878 11453 17395
7487,10943 7001 6354 11057 14726 16939 2458 14734 16943 10085
7488,758 1890 16342 11057 11371 9807 7490 16477 7486 16484
7489,4077 4094 1607 1547 6039 1554 6041 6063 4055 6051
7490,6046 6051 6041 1547 1551 1554 1607 4094 6071 4077
7491,4265 13237 16342 11057 10349 10339 10370 10364 10360 10351
7492,16342 11057 675 682 663 4742 654 678 4789 697
7493,1384 4914 5247 4293 5241 4900 4916 5422 1517 1381
7494,1890 758 16130 17553 5043 8023 5050 895 8032 5052
7495,7524 10540 10574 17854 16807 16364 16365 2298 7731 8054
7496,15508 7433 3799 9945 11626 2382 5632 9744 3839 9520
7497,13883 6933 1873 13879 1877 6927 13877 15073 16107 10130
7498,5403 12956 17411 17409 17203 7423 5123 17412 4409 8636
7499,758 1890 8326 5212 9392 2301 16919 17670 15703 7939
7500,12575 2846 15880 14456 14448 14397 15922 14449 12584 15785
7501,1890 758 9392 5212 955 5043 4413 5733 1181 5051
7502,13237 14038 14096 14094 14093 14085 3632 14045 14116 3648
7503,3659 9733 9726 11886 12994 13111 11558 10576 2109 9224
7504,8326 3113 1890 5212 9392 4695 4046 758 2558 4730
7505,758 1890 10943 7001 6354 3605 3607 13237 17048 17050
7506,10267 17740 17729 17409 8054 10194 17411 17412 17737 8281
7507,9849 9895 8591 9790 9817 9846 8572 9855 10194 10060
7508,16342 4265 11057 2067 11273 15965 11214 11262 2068 8417
7509,15685 6579 9865 5880 7702 1742 15756 6922 13526 5015
7510,4265 9968 15927 7428 6956 10707 9034 9017 10700 7429
7511,17020 14884 6461 14004 6188 15039 6339 9941 2575 1189
7512,12092 9660 4982 1730 301 9081 8681 17393 1722 1736
7513,4265 2987 1185 4887 1870 169 1933 12543 12536 1945
7514,758 1890 9392 4265 3459 14963 3452 15230 5870 3130
7515,1185 4887 2987 7001 5027 5086 985 895 4106 5789
7516,6602 6578 6641 3213 16594 6622 6619 6614 6613 6661
7517,17409 16861 17307 17911 17416 8139 17393 17308 10060 17907
7518,10943 5212 7001 6354 9392 4265 12943 2972 6290 2974
7519,10194 10238 17203 17578 17740 17921 17813 17911 17737 8242
7520,9807 14726 15805 14727 16239 9818 2458 8291 8284 8288
7521,10943 15785 14868 14917 14923 15230 15300 12584 1117 15922
7522,9392 5212 758 1890 2448 11646 15681 2913 11640 3614
7523,4162 434 17203 2121 2109 2027 17235 482 444 17307
7524,9751 3868 7055 11235 16394 6437 2186 15092 15697 11356
7525,3659 6530 15831 15785 14923 6493 15300 15230 12575 2846
7526,758 6203 1648 6161 1669 6200 1661 6139 6248 10653
7527,9392 13231 1890 5212 758 4265 13237 1185 4887 2987
7528,15922 15880 14868 15230 14923 6493 15785 15831 14917 15300
7529,11057 1890 13514 8742 2087 13472 13473 8735 8730 8743
7530,1245 2386 1464 1459 1402 1521 2464 2456 1533 2424
7531,1542 1576 1521 1464 1459 1581 1402 1503 2720 1586
7532,4614 4119 4617 5258 4121 606 855 5506 4396 5261
7533,8054 1949 1933 8060 16297 1945 1946 6351 8050 4225
7534,11057 16342 8558 8573 8494 8513 8525 8541 8557 8476
7535,6579 6922 1742 10123 8841 7702 5880 9865 17961 13526
7536,1890 758 246 258 14153 8944 8946 14167 8955 4106
7537,9817 9733 9855 9849 9846 9953 9790 9722 9726 10060
7538,3659 10500 13231 14813 14642 14102 14107 1946 14536 15538
7539,9817 7611 17729 10906 10060 16717 8572 16740 10689 17670
7540,7001 6354 10943 11057 169 10500 3659 2019 6267 13298
7541,13231 8314 11779 13249 1034 2052 1535 8305 12295 2043
7542,14261 15145 6261 6292 14315 15151 14963 6404 3130 14955
